,S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
2624,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2625,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2626,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2627,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2628,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2629,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2630,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2631,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2632,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2633,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2634,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2635,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2636,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2637,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2638,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2639,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2640,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2641,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2642,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2643,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2644,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2645,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2646,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2647,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2648,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2649,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2650,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2651,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2652,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2653,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2654,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2655,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2656,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2657,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2658,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2659,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2660,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2661,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2662,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2663,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2664,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2665,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2666,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2667,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2668,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2669,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2670,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2671,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2672,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2673,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2674,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2675,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2676,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2677,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2678,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2679,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2680,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2681,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2682,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2683,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2684,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2685,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2686,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2687,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2688,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2689,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2690,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2691,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2692,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2693,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2694,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2695,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2696,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2697,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2698,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2699,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2700,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2701,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2702,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2703,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2704,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2705,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2706,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2707,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2708,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2709,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2710,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2711,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2712,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2713,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2714,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2715,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2716,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2717,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2718,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2719,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2720,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2721,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2722,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2723,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2724,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2725,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2726,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2727,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2728,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2729,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2730,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2731,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2732,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2733,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2734,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2735,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2736,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2737,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2738,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2739,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2740,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2741,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2742,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2743,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2744,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2745,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2746,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2747,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2748,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2749,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2750,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2751,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2752,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2753,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2754,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2755,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2756,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2757,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2758,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2759,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2760,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2761,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2762,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2763,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2764,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2765,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2766,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2767,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2768,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2769,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2770,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2771,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2772,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2773,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2774,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2775,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2776,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2777,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2778,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2779,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2780,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2781,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2782,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2783,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2784,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2785,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2786,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2787,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2788,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2789,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2790,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2791,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2792,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2793,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2794,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2795,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2796,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2797,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2798,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2799,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2800,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2801,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2802,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2803,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2804,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2805,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2806,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2807,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2808,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2809,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2810,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2811,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2812,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2813,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2814,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2815,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2816,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2817,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2818,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2819,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2820,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2821,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2822,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2823,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2824,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2825,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2826,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2827,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2828,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2829,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2830,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2831,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2832,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2833,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2834,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2835,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2836,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2837,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2838,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2839,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2840,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2841,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2842,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2843,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2844,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2845,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2846,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2847,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2848,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2849,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2850,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2851,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2852,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2853,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2854,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2855,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2856,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
2857,8.,ITC,474.65,28.90,593772.55,2.90,5054.43,1.95,20735.87,16.66,37.47
2858,9.,Hind. Unilever,2445.25,55.90,574533.80,1.72,2595.00,-2.14,15926.00,1.94,27.24
2859,10.,Life Insurance,889.50,13.57,562608.55,1.12,7722.74,-3.83,231132.12,13.84,72.95
2860,11.,HCL Technologies,1898.40,30.61,515162.18,2.74,4237.00,10.52,28862.00,8.21,29.60
2861,12.,Larsen & Toubro,3603.50,36.80,495479.41,0.78,4098.84,5.36,61554.58,20.64,13.44
2862,13.,Sun Pharma.Inds.,1795.30,38.44,430752.61,0.75,3037.33,27.86,13291.39,9.01,17.32
2863,14.,Bajaj Finance,6683.95,26.91,413734.15,0.54,4013.74,12.64,17090.27,27.71,11.93
2864,15.,M & M,3012.95,31.58,374669.02,0.70,3361.06,35.05,37923.74,10.13,13.58
2865,16.,NTPC,365.45,16.05,354364.66,2.12,5380.25,14.30,44696.30,-0.64,10.47
2866,17.,Axis Bank,1142.40,12.66,353493.63,0.09,7435.66,19.30,31601.05,15.26,7.06
2867,18.,Kotak Mah. Bank,1761.45,18.22,350205.17,0.11,5044.05,13.07,16426.97,19.76,7.86
2868,19.,Maruti Suzuki,11063.60,24.81,347842.43,1.13,3102.50,-18.06,37449.20,0.29,21.82
2869,20.,UltraTech Cem.,11375.30,49.95,328402.70,0.62,825.18,-35.95,15634.73,-2.36,15.12
2870,21.,Power Grid Corpn,336.95,19.95,313383.85,3.34,3793.02,0.31,11277.76,0.09,13.21
2871,22.,O N G C,245.60,7.42,308971.66,4.99,9878.44,-27.59,158329.10,7.26,18.43
2872,23.,Wipro,571.65,25.47,299073.25,0.17,3226.60,21.26,22301.60,-0.95,16.93
2873,24.,Titan Company,3308.70,90.58,293741.81,0.33,704.00,-23.06,14534.00,16.00,22.70
2874,25.,Tata Motors,791.00,8.70,291166.45,0.38,3450.00,-12.93,101450.00,-3.50,20.11
2875,1.,Reliance Industr,1265.40,25.21,1712386.00,0.40,19323.00,-4.78,231535.00,-0.15,9.61
2876,2.,TCS,4244.60,31.89,1535733.43,1.30,11955.00,5.00,64259.00,7.65,64.28
2877,3.,HDFC Bank,1745.60,19.28,1334150.64,1.12,18627.44,6.03,83001.72,10.61,7.67
2878,4.,Bharti Airtel,1569.30,66.21,938965.67,0.51,4153.40,119.37,41473.30,11.96,13.13
2879,5.,ICICI Bank,1278.05,19.04,901760.38,0.78,13905.99,18.83,46325.78,18.97,7.60
2880,6.,Infosys,1902.25,29.31,789861.17,2.00,6516.00,4.73,40986.00,5.11,39.99
2881,7.,St Bk of India,816.05,9.51,728293.62,1.68,20565.03,22.88,121044.68,12.71,6.16
